step,selected,train_score
1995-02-01,"RSIReversion(entry=5,exit=60,max_positions=5,rsi_window=2,trend_window=200)",1.0470033881105711
1996-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",1.1510372039473529
1997-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",1.2293334880417481
1998-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",1.3200877790994452
1999-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",1.4257373468604602
2000-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",1.5134990567136761
2001-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",1.1785782526432653
2002-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.7359576782208851
2003-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.6255883259091664
2004-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.6031843129227553
2005-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.6976492413879393
2006-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.7678439020652607
2007-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.7667152951411135
2008-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.6306576671446955
2009-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.6226330260636688
2010-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.5732243146504236
2011-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.5336874294764438
2012-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.5351937629222215
2013-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.572591793192483
2014-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.5509476591878847
2015-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.568807952787559
2016-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.6189373431549374
2017-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.6395030778893981
2018-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.6945254672028849
2019-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.7123557178253476
2020-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.7153765375295856
2021-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.7115941900828633
2022-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.7364698770545992
2023-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.6102750568447596
2024-02-01,"ShortTermReversal(lookback_days=5,rebalance=W-FRI,top_n=5,trend_window=200)",0.6354431553254831
