step,selected,train_score
1995-02-01,"DualMomentum(fallback=IEF,lookback_days=63)",47.92930911110969
1996-02-01,"DualMomentum(fallback=IEF,lookback_days=63)",52.292797385601055
1997-02-01,"DualMomentum(fallback=IEF,lookback_days=63)",56.7538462514445
1998-02-01,"DualMomentum(fallback=IEF,lookback_days=63)",60.805585552147065
1999-02-01,"DualMomentum(fallback=IEF,lookback_days=63)",64.22523516201485
2000-02-01,"DualMomentum(fallback=IEF,lookback_days=252)",2.023075306109598
2001-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.647805483490165
2002-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.5583502860365357
2003-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.5161369562944929
2004-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.5013959675497086
2005-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.5623022736124772
2006-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.6040745767038718
2007-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.596924353914171
2008-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.455158730063206
2009-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.2180602685712791
2010-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.0756420209041617
2011-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.0187686525518769
2012-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.0046613775544844
2013-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.0325046782434428
2014-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",0.9936285731857912
2015-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.0077444678521972
2016-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.067640418552648
2017-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.0708972392538543
2018-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.1408776539747416
2019-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.150930701999135
2020-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.145136637744376
2021-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.1052835988521337
2022-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.1154637947286177
2023-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.0594843327442496
2024-02-01,"TrendFollowCash(basket=None,fallback=IEF,rebalance=W-FRI,sma_window=250)",1.096137427773107
