variant,stat,n_days,neighbor_stability
"BreadthGatedBasket(basket=ai_broad,breadth_window=200,fallback=IEF,min_exposure=0.0,rebalance=W-FRI,smooth_days=21,threshold=0.4)",1.1615417256664677,9021,0.06008405671976144
"BreadthGatedBasket(basket=megacap_ai,breadth_window=200,fallback=IEF,min_exposure=0.0,rebalance=W-FRI,smooth_days=21,threshold=0.4)",1.0765700377709868,9021,0.054038859519077276
"ThemeRotation(lookback_days=252,rebalance=ME,top_themes=4)",1.061215980210232,9021,0.0121476899578687
"ThemeRotation(lookback_days=126,rebalance=ME,top_themes=4)",1.0525869119329652,9021,0.006817226341914434
"MultiHorizonMomentum(basket=None,horizons=63,126,252,min_agree=3,rebalance=ME,top_n=12,weighting=equal)",1.0477593396135427,9021,0.004278389374207419
"ThemeRotation(lookback_days=252,rebalance=ME,top_themes=3)",1.0440547308826302,9021,0.01240663878114227
"ThemeRotation(lookback_days=126,rebalance=ME,top_themes=3)",1.0246589538488062,9021,0.012113904046460665
"ThemeRotation(lookback_days=126,rebalance=ME,top_themes=2)",1.0217833429052936,9021,0.012365452296947585
"MultiHorizonMomentum(basket=None,horizons=63,126,252,min_agree=3,rebalance=ME,top_n=8,weighting=equal)",1.001948833557065,9021,0.013757940474791761
"FundamentalAcceleration(basket=None,rebalance=QE,require_positive_growth=True,top_n=8)",0.9953498248065976,9021,0.021489321960704248
"BreadthGatedBasket(basket=ai_broad,breadth_window=200,fallback=IEF,min_exposure=0.0,rebalance=W-FRI,smooth_days=21,threshold=0.5)",0.9618700865628472,9021,0.022802213591221396
"MultiHorizonMomentum(basket=None,horizons=63,126,252,min_agree=3,rebalance=ME,top_n=5,weighting=equal)",0.9517929241687844,9021,0.006255769873986981
"ThemeRotation(lookback_days=252,rebalance=ME,top_themes=2)",0.9504095065561017,9021,0.0019013668127703216
"FundamentalAcceleration(basket=None,rebalance=QE,require_positive_growth=True,top_n=12)",0.9480336097730336,9021,0.025273096625836447
"LowVolatilityTech(basket=None,rebalance=ME,top_n=20,trend_filter=True,vol_window=126)",0.9054956553718959,9021,0.03480493464436005
"LowVolatilityTech(basket=None,rebalance=ME,top_n=10,trend_filter=True,vol_window=126)",0.879046268672179,9021,0.018819550347550524
"LowVolatilityTech(basket=None,rebalance=ME,top_n=20,trend_filter=False,vol_window=126)",0.8690793927939919,9021,0.018720676774625356
"MultiHorizonMomentum(basket=None,horizons=63,126,252,min_agree=2,rebalance=ME,top_n=8,weighting=equal)",0.8428076350750463,9021,0.015807313428771553
"BreadthGatedBasket(basket=megacap_ai,breadth_window=200,fallback=IEF,min_exposure=0.0,rebalance=W-FRI,smooth_days=21,threshold=0.5)",0.8407132961660565,9021,0.0016587236501038052
"LowVolatilityTech(basket=None,rebalance=ME,top_n=10,trend_filter=False,vol_window=126)",0.8395323720758896,9021,0.007287970068973025
"MultiHorizonMomentum(basket=None,horizons=63,126,252,min_agree=2,rebalance=ME,top_n=8,weighting=inverse_vol)",0.8275411972282826,9021,0.016779697436995762
"DispersionTimedSelection(basket=None,disp_pct=0.5,disp_window=63,lookback_days=126,rebalance=ME,top_n=8)",0.8063921068576672,9021,0.014330563205704253
"DispersionTimedSelection(basket=None,disp_pct=0.6,disp_window=63,lookback_days=126,rebalance=ME,top_n=8)",0.800214574328535,9021,0.149714854397464
"ResidualMomentum(basket=None,bench=QQQ,beta_window=252,lookback_days=252,rebalance=ME,skip_days=21,top_n=8)",0.5440447988810653,9021,0.14970979162399495
"ResidualMomentum(basket=None,bench=QQQ,beta_window=252,lookback_days=252,rebalance=ME,skip_days=21,top_n=12)",0.5378842034975605,9021,0.01116596571907395
"ResidualMomentum(basket=None,bench=QQQ,beta_window=252,lookback_days=126,rebalance=ME,skip_days=21,top_n=12)",0.5223749431065904,9021,0.018586319389685246
"ResidualMomentum(basket=None,bench=QQQ,beta_window=252,lookback_days=126,rebalance=ME,skip_days=21,top_n=8)",0.5008729341074964,9021,0.015204216372353653
